SHELL,100,0.000511
KNUTH,100,0.000175
CIURA,100,0.000438
SHELL,1000,0.003251
KNUTH,1000,0.002729
CIURA,1000,0.003169
SHELL,10000,0.02574
KNUTH,10000,0.010882
CIURA,10000,0.012278
SHELL,100000,0.235849
KNUTH,100000,0.133032
CIURA,100000,0.123864
SHELL,1000000,6.75365
KNUTH,1000000,1.75649
CIURA,1000000,1.51608
